,orig_index,REEF_NAME,SITE_NO,site_name,year_raw,longitude_raw,latitude_raw,cyc_dis,dhw_dis,other_dis,cyc_lag1,dhw_lag1,other_lag1,cyc_lag2,dhw_lag2,other_lag2,year,site_longitude,site_latitude,Model
0,1264,Reef 22,Site 1,Reef22 Site 1,5,3.3028904852592422,-13.1370684475182,-0.2811718207870526,-0.59419697869813,0.5207229517090916,0.0939503252683469,-1.7999473640651709,1.0610360048321168,-0.3113328191843679,-0.2330935329993682,-0.3821980679098689,-1.4350848720348062,0.1316167870414194,-0.1841376278238491,GAM
1,1324,Reef 22,Site 3,Reef22 Site 3,5,3.4028904852592423,-13.1670684475182,-0.2811718207870526,-0.524418924489666,0.5299527636897996,0.3001623306669103,-1.680820426578079,1.2011950050774511,-0.3113328191843679,-0.2594794353643111,-0.3410897703413268,-1.4350848720348062,0.2075953075827535,-0.2126798848316983,GAM
2,1611,Reef 25,Site 3,Reef25 Site 3,22,3.1728904852592423,-14.4870684475182,-0.2811718207870526,0.7174964820226873,-0.7492492058843678,-0.3154855579922224,0.5533034073770615,1.2720504932475654,2.194732529937256,0.1927088556272905,0.2202360277962633,0.749459937361653,0.0328447103376851,-1.4685391931770175,GAM
3,1699,Reef 26,Site 3,Reef26 Site 3,20,3.0828904852592425,-13.7570684475182,0.225160399338538,0.1227960361919911,0.4418475381782694,2.7667191314978354,0.5326843979668618,0.2398119479959106,-0.3113328191843679,-0.1972586008659249,-0.201679556586632,0.4924546656679519,-0.0355359581495154,-0.7740109393193794,GAM
4,1551,Reef 25,Site 1,Reef25 Site 1,22,3.242890485259242,-14.5470684475182,-0.2811718207870526,0.7000115084075186,-0.5588018503555433,-0.3154855579922224,0.5806091539523244,1.3047751062610835,2.053436360094104,0.0552757688871918,0.2574793133722836,0.749459937361653,0.0860296747166189,-1.5256237071927143,GAM
5,1581,Reef 25,Site 2,Reef25 Site 2,22,3.242890485259242,-14.5070684475182,-0.2811718207870526,0.6676433863522844,-0.6195557586698917,-0.3154855579922224,0.5468442532959185,1.2733943754943828,1.969979385748161,0.0636621474048176,0.2620114904627589,0.749459937361653,0.0860296747166189,-1.4875673645155842,GAM
6,737,Reef 17,Site 1,Reef17 Site 1,18,3.5828904852592425,-12.2670684475182,-0.2811718207870526,-0.4558653861060921,-1.028314338723485,-0.3154855579922224,0.5891830238451665,-1.7130257960025357,-0.3113328191843679,0.7512391033341886,-0.1516283092610533,0.2354493939742508,0.3443566445571551,0.6435878254037478,GAM
7,1610,Reef 25,Site 3,Reef25 Site 3,21,3.1728904852592423,-14.4870684475182,-0.2811718207870526,0.4813785675063114,1.2753732073508568,2.1467474287934616,0.1097948392324395,0.1631172315394087,1.4308906313922811,0.5018027854610458,-0.3686190406777833,0.6209573015148023,0.0328447103376851,-1.4685391931770175,GAM
8,797,Reef 17,Site 3,Reef17 Site 3,18,3.5728904852592422,-12.2770684475182,-0.2811718207870526,-0.4334292308184402,-1.04179043017079,-0.3154855579922224,0.5959907784404311,-1.742452690129091,-0.3113328191843679,0.7663816811775614,-0.1729212313312962,0.2354493939742508,0.3367587925030215,0.6340737397344653,GAM
9,767,Reef 17,Site 2,Reef17 Site 2,18,3.472890485259242,-12.2570684475182,-0.2811718207870526,-0.3356061367539255,-1.172907401718142,-0.3154855579922224,0.5776909424045056,-1.7871582379717617,-0.3113328191843679,0.9700756256151998,-0.243898321132207,0.2354493939742508,0.2607802719616873,0.6531019110730304,GAM
10,1612,Reef 25,Site 3,Reef25 Site 3,23,3.1728904852592423,-14.4870684475182,-0.2811718207870526,3.04682644251669,0.1316100981517522,-0.3154855579922224,0.789800558031684,-0.689658363711056,-0.3113328191843679,0.6292001644593543,1.3373325485364391,0.8779625732085035,0.0328447103376851,-1.4685391931770175,GAM
11,1552,Reef 25,Site 1,Reef25 Site 1,23,3.242890485259242,-14.5470684475182,-0.2811718207870526,2.982131903210608,0.0321021299643797,-0.3154855579922224,0.772287501270496,-0.5051290106410935,-0.3113328191843679,0.6560738754028295,1.3702980592684917,0.8779625732085035,0.0860296747166189,-1.5256237071927143,GAM
12,677,Reef 16,Site 2,Reef16 Site 2,18,3.8528904852592425,-12.4570684475182,-0.2811718207870526,-0.8905798662774422,-0.3055652354306615,-0.3154855579922224,0.5955590978561754,-1.4533195745306218,-0.3113328191843679,0.5674971567518228,-0.4358354963478138,0.2354493939742508,0.5494986500187571,0.4628201976873764,GAM
13,1159,Reef 20,Site 3,Reef20 Site 3,20,3.202890485259242,-13.5070684475182,-0.2811718207870526,-0.2978228507976588,0.6069472805042404,2.14700284601896,0.317471820576269,0.6868663135136132,-0.3113328191843679,-0.2609687649907568,0.1146033172923133,0.4924546656679519,0.0556382665000852,-0.5361587975873111,GAM
14,1114,Reef 20,Site 2,Reef20 Site 2,5,3.2328904852592424,-13.3970684475182,-0.2811718207870526,-0.7157298350726803,0.9650177886644928,0.9213183021490576,-1.833490789106484,1.0829562834451487,-0.3113328191843679,-0.2767697734231676,-0.104139912793668,-1.4350848720348062,0.0784318226624856,-0.4315038552251999,GAM
15,1582,Reef 25,Site 2,Reef25 Site 2,23,3.242890485259242,-14.5070684475182,-0.2811718207870526,3.011326093690889,0.1020989175122484,-0.3154855579922224,0.7398673917934869,-0.5639950388229431,-0.3113328191843679,0.622843208086176,1.3386863235867896,0.8779625732085035,0.0860296747166189,-1.4875673645155842,GAM
16,1700,Reef 26,Site 3,Reef26 Site 3,21,3.0828904852592425,-13.7570684475182,-0.2811718207870526,0.1157045569797873,0.5807215092112054,0.1261651589799189,0.1941449457920674,0.4644259816205406,2.82574089101507,0.6089073921191728,0.2974953218143196,0.6209573015148023,-0.0355359581495154,-0.7740109393193794,GAM
17,3171,Reef 41,Site 1,Reef41 Site 1,22,1.612890485259242,-14.357068447518198,-0.2811718207870526,1.011337054416898,-0.2788341506202256,-0.3154855579922224,0.9653436048729022,0.3755082905241254,1.5959286287906278,0.3424075334823806,-0.0106737458923619,0.749459937361653,-1.1524202101071268,-1.3448560794763411,GAM
18,2752,Reef 37,Site 2,Reef37 Site 2,23,1.922890485259242,-14.5670684475182,-0.2811718207870526,3.239881732604604,0.0196198785175057,-0.3154855579922224,1.0953950482327748,-0.1349369333859841,-0.3113328191843679,1.123781923325789,0.9717846567525248,0.8779625732085035,-0.9168867964289912,-1.5446518785312795,GAM
19,1670,Reef 26,Site 2,Reef26 Site 2,21,3.142890485259242,-13.7570684475182,-0.2811718207870526,0.0909765395278809,0.5650837716295776,0.0050566001744569,0.1027308545219657,0.4597558614760237,2.6143664763817216,0.6479451432102898,0.4060874327896762,0.6209573015148023,0.0100511541752847,-0.7740109393193794,GAM
20,2722,Reef 37,Site 1,Reef37 Site 1,23,1.912890485259242,-14.5870684475182,-0.2811718207870526,3.281231278574308,0.0099402211305398,-0.3154855579922224,1.1111778437756363,-0.1181804486712662,-0.3113328191843679,1.1342912887907095,0.9805588663631016,0.8779625732085035,-0.9244846484831246,-1.5636800498698462,GAM
21,2598,Reef 35,Site 3,Reef35 Site 3,19,1.942890485259242,-12.6270684475182,3.982105331517083,0.5710976945726667,-0.761429235804135,-0.3154855579922224,-0.0957593703909757,0.6485818609904257,-0.3113328191843679,1.3809671129704697,1.113396757740615,0.3639520298211013,-0.9016910923207244,0.30108074130957,GAM
22,2537,Reef 35,Site 1,Reef35 Site 1,18,2.182890485259242,-12.4170684475182,-0.2811718207870526,-0.2740345658004142,-0.0610212375314123,-0.3154855579922224,1.1927096928684289,0.3665705023547372,-0.3113328191843679,1.2061205134863655,0.8193103578961833,0.2354493939742508,-0.7193426430215225,0.5008765403645066,GAM
